Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Non-Failure,Temperature difference [K],Power [W],Strain [minNm]
L,300.7,310.6,1447,40.7,82,0,0,0,0,0,0,1,9.900000000000034,6167.2500592395,3337.4
M,300.7,310.6,1418,46.3,84,0,0,0,0,0,0,1,9.900000000000034,6875.207962916999,3889.2
L,300.7,310.6,1407,40.5,87,0,0,0,0,0,0,1,9.900000000000034,5967.2981590425,3523.5
L,300.8,310.5,1434,44.5,89,0,0,0,0,0,0,1,9.699999999999989,6682.481725815,3960.5
L,300.8,310.6,1360,48.8,91,0,0,0,0,0,0,1,9.800000000000011,6950.040699839999,4440.8
L,300.8,310.6,1402,53.7,93,0,0,0,0,0,0,1,9.800000000000011,7884.078082587001,4994.1
L,300.9,310.6,1552,34.9,95,0,0,0,0,0,0,1,9.700000000000045,5672.124585623999,3315.5
L,300.9,310.7,1392,44.2,97,0,0,0,0,0,0,1,9.800000000000011,6443.029534032,4287.400000000001
L,301.1,310.8,1521,41.0,99,0,0,0,0,0,0,1,9.699999999999989,6530.428641555,4059.0
L,301.1,310.8,1724,27.5,101,0,0,0,0,0,0,1,9.699999999999989,4964.76358455,2777.5
M,301.0,310.7,1455,46.1,103,0,0,0,0,0,0,1,9.699999999999989,7024.1299265025,4748.3
H,301.0,310.6,1366,50.6,106,0,0,0,0,0,0,1,9.600000000000023,7238.1875776980005,5363.6
H,301.1,310.6,1407,43.9,111,0,0,0,0,0,0,1,9.5,6468.2565230115,4872.9
L,301.1,310.8,1470,49.3,116,0,0,0,0,0,0,1,9.699999999999989,7589.1453646049995,5718.799999999999
M,301.2,310.9,1359,50.8,118,0,0,0,0,0,0,1,9.699999999999989,7229.558669886,5994.4
H,301.1,310.8,1792,25.8,121,0,0,0,0,0,0,1,9.699999999999989,4841.571264767999,3121.8
M,301.1,310.9,1552,37.9,126,0,0,0,0,0,0,1,9.799999999999955,6159.6997649039995,4775.4
L,301.2,311.0,1612,32.9,129,0,0,0,0,0,0,1,9.800000000000011,5553.791262473999,4244.099999999999
M,301.2,311.0,1424,41.4,131,0,0,0,0,0,0,1,9.800000000000011,6173.6065483679995,5423.4
H,301.3,311.0,1341,59.3,134,0,0,0,0,0,0,1,9.699999999999989,8327.4510532815,7946.2
L,301.2,310.8,1479,38.2,139,0,0,0,0,0,0,1,9.600000000000023,5916.4357740390005,5309.8
L,301.2,310.9,1413,50.1,141,0,0,0,0,0,0,1,9.699999999999989,7413.2475921315,7064.1
L,301.3,310.9,2165,17.4,143,0,0,0,0,0,0,1,9.599999999999966,3944.8978906049997,2488.2
M,301.3,311.0,1641,33.0,145,0,0,0,0,0,0,1,9.699999999999989,5670.8888925149995,4785.0
M,301.3,311.0,1495,40.8,148,0,0,0,0,0,0,1,9.699999999999989,6387.486175979999,6038.4
L,301.3,311.0,1576,30.4,151,0,0,0,0,0,0,1,9.699999999999989,5017.165349951999,4590.4
L,301.2,310.9,1467,37.1,153,0,0,0,0,0,0,1,9.699999999999989,5699.4459697035,5676.3
L,301.2,310.8,1479,41.2,155,0,0,0,0,0,0,1,9.600000000000023,6381.077326974,6386.0
L,301.3,310.9,1596,33.9,157,0,0,0,0,0,0,1,9.599999999999966,5665.799512422,5322.3
M,301.3,310.9,1512,36.9,159,0,0,0,0,0,0,1,9.599999999999966,5842.608346763999,5867.099999999999
L,301.4,310.9,1414,38.8,162,0,0,0,0,0,0,1,9.5,5745.260862515999,6285.599999999999
L,301.3,310.8,1390,57.4,164,0,0,0,0,0,0,1,9.5,8355.17037243,9413.6
L,301.2,310.7,1644,31.6,166,0,0,0,0,0,0,1,9.5,5440.233160152,5245.6
M,301.2,310.7,1394,42.8,168,0,0,0,0,0,0,1,9.5,6247.915686515999,7190.4
L,301.1,310.5,1324,52.4,171,0,0,0,0,0,0,1,9.399999999999977,7265.205274487999,8960.4
L,301.0,310.4,1476,43.6,173,0,0,0,0,0,0,1,9.399999999999977,6739.093225367999,7542.8
L,301.0,310.4,2204,16.6,175,0,0,0,0,0,0,1,9.399999999999977,3831.318844332,2905.0000000000005
M,301.0,310.4,1665,30.9,177,0,0,0,0,0,0,1,9.399999999999977,5387.6743151175,5469.3
L,300.9,310.4,1445,41.7,180,0,0,0,0,0,0,1,9.5,6310.0459171575,7506.000000000001
H,300.8,310.3,1457,46.8,182,0,0,0,0,0,0,1,9.5,7140.5887660379985,8517.6
L,300.8,310.2,1492,46.3,187,0,0,0,0,0,0,1,9.399999999999977,7233.998787497999,8658.1
L,300.8,310.1,1405,61.2,189,1,0,0,1,1,0,0,9.300000000000011,9004.43285343,11566.800000000001
L,300.7,310.1,1542,35.5,191,0,0,0,0,0,0,1,9.400000000000034,5732.464108455,6780.5
L,300.8,310.2,1520,37.7,193,0,0,0,0,0,0,1,9.399999999999977,6000.86084052,7276.1
M,300.8,310.2,1598,36.5,195,0,0,0,0,0,0,1,9.399999999999977,6107.989149885,7117.5
L,300.8,310.3,1538,36.1,198,0,0,0,0,0,0,1,9.5,5814.229293159,7147.8
L,300.9,310.4,1615,30.9,200,0,0,0,0,0,0,1,9.5,5225.8822936424995,6180.0
L,301.0,310.5,1408,47.0,202,0,0,0,0,0,0,1,9.5,6929.93450688,9494.0
L,301.0,310.5,1379,57.3,204,1,0,0,0,1,0,0,9.5,8274.609464908499,11689.199999999999
L,301.0,310.6,1493,37.8,206,1,1,0,0,0,0,0,9.600000000000023,5909.901261327,7786.799999999999
L,301.1,310.7,1376,49.1,0,0,0,0,0,0,0,1,9.599999999999966,7075.034199408001,0.0
M,301.1,310.7,1583,40.7,2,0,0,0,0,0,0,1,9.599999999999966,6746.894847115501,81.4
M,301.2,310.8,1396,47.4,5,0,0,0,0,0,0,1,9.600000000000023,6929.348076251999,237.0
L,301.1,310.7,1436,45.3,8,0,0,0,0,0,0,1,9.599999999999966,6812.103838554,362.4
L,301.1,310.6,1417,47.6,10,0,0,0,0,0,0,1,9.5,7063.263698946,476.0
L,301.0,310.6,1641,33.4,12,0,0,0,0,0,0,1,9.600000000000023,5739.626939696999,400.79999999999995
M,301.0,310.6,1698,27.3,14,0,0,0,0,0,0,1,9.600000000000023,4854.326130927,382.2
L,300.9,310.4,1541,39.1,17,0,0,0,0,0,0,1,9.5,6309.6898699905005,664.7
L,300.8,310.3,1383,46.6,19,0,0,0,0,0,0,1,9.5,6748.957826289,885.4
L,300.8,310.4,1368,46.8,21,0,0,0,0,0,0,1,9.599999999999966,6704.410042512,982.8
L,300.8,310.4,1570,35.2,23,0,0,0,0,0,0,1,9.599999999999966,5787.23254032,809.6
L,300.9,310.5,1616,33.5,25,0,0,0,0,0,0,1,9.600000000000023,5669.1086566799995,837.5
M,300.9,310.5,1444,43.2,27,0,0,0,0,0,0,1,9.600000000000023,6532.5020927040005,1166.4
L,300.9,310.4,2021,18.8,30,0,0,0,0,0,0,1,9.5,3978.806147274,564.0
M,300.9,310.5,1702,29.3,32,0,0,0,0,0,0,1,9.600000000000023,5222.227574193,937.6
M,301.1,310.6,1429,52.7,35,0,0,0,0,0,0,1,9.5,7886.2667254665,1844.5
L,301.2,310.8,1711,28.9,38,0,0,0,0,0,0,1,9.600000000000023,5178.1719732645,1098.2
M,301.2,310.7,1543,32.9,40,0,0,0,0,0,0,1,9.5,5316.0669466485,1316.0
L,301.3,310.8,1628,32.2,43,0,0,0,0,0,0,1,9.5,5489.577108708,1384.6000000000001
L,301.2,310.8,1233,64.6,45,0,0,0,0,0,0,1,9.600000000000023,8341.116981308998,2906.9999999999995
L,301.2,310.8,1461,40.6,47,0,0,0,0,0,0,1,9.600000000000023,6211.619819433,1908.2
L,301.2,310.7,1568,38.3,49,0,0,0,0,0,0,1,9.5,6288.882054671999,1876.6999999999998
L,301.3,310.8,1432,54.4,51,0,0,0,0,0,0,1,9.5,8157.752690304,2774.4
M,301.2,310.7,1527,41.1,53,0,0,0,0,0,0,1,9.5,6572.1804078735,2178.3
M,301.3,310.8,1455,41.2,56,0,0,0,0,0,0,1,9.5,6277.53043323,2307.2000000000003
M,301.3,310.8,1418,45.4,59,0,0,0,0,0,0,1,9.5,6741.564611586,2678.6
L,301.3,310.8,1719,29.5,62,0,0,0,0,0,0,1,9.5,5310.3911359275,1829.0
M,301.2,310.8,1734,31.3,64,0,0,0,0,0,0,1,9.600000000000023,5683.5809268210005,2003.2
M,301.2,310.7,1426,46.1,67,0,0,0,0,0,0,1,9.5,6884.130086043,3088.7000000000003
L,301.1,310.6,1611,35.2,70,0,0,0,0,0,0,1,9.5,5938.364090736,2464.0
M,301.1,310.6,1479,41.1,72,0,0,0,0,0,0,1,9.5,6365.5892752095,2959.2000000000003
L,301.0,310.5,1317,50.9,75,0,0,0,0,0,0,1,9.5,7019.9201923515,3817.5
L,301.0,310.5,1248,61.4,77,0,0,0,0,0,0,1,9.5,8024.3816103359995,4727.8
L,301.0,310.5,1932,21.7,79,0,0,0,0,0,0,1,9.5,4390.312896522,1714.3
M,301.1,310.5,1547,35.8,81,0,0,0,0,0,0,1,9.399999999999977,5799.652303262999,2899.7999999999997
L,301.0,310.4,1614,31.6,84,0,0,0,0,0,0,1,9.399999999999977,5340.958832412,2654.4
H,301.0,310.4,1512,44.9,86,0,0,0,0,0,0,1,9.399999999999977,7109.298503244,3861.4
L,301.1,310.5,1529,38.7,91,0,0,0,0,0,0,1,9.399999999999977,6196.5087587865,3521.7000000000003
H,301.1,310.6,1782,24.9,93,0,0,0,0,0,0,1,9.5,4646.604024908999,2315.7
L,301.0,310.5,1429,39.4,98,0,0,0,0,0,0,1,9.5,5895.994477863,3861.2
M,301.1,310.5,1309,60.7,100,0,0,0,0,0,0,1,9.399999999999977,8320.6442692065,6070.0
L,301.1,310.5,1428,44.1,103,0,0,0,0,0,0,1,9.399999999999977,6594.705627174,4542.3
L,301.2,310.6,1385,49.2,105,0,0,0,0,0,0,1,9.400000000000034,7135.81354521,5166.0
L,301.2,310.7,1517,39.4,107,0,0,0,0,0,0,1,9.5,6259.078812399,4215.8
M,301.2,310.6,1576,39.6,109,0,0,0,0,0,0,1,9.400000000000034,6535.518021648,4316.400000000001
L,301.2,310.6,1437,51.2,112,0,0,0,0,0,0,1,9.400000000000034,7704.693142272001,5734.400000000001
H,301.2,310.6,1457,50.5,114,0,0,0,0,0,0,1,9.400000000000034,7705.1224932674995,5757.0
L,301.1,310.5,1532,37.5,119,0,0,0,0,0,0,1,9.399999999999977,6016.14992475,4462.5
M,301.1,310.5,1603,32.6,121,0,0,0,0,0,0,1,9.399999999999977,5472.424012839,3944.6000000000004
L,301.0,310.4,1563,34.4,124,0,0,0,0,0,0,1,9.399999999999977,5630.488011036,4265.599999999999
L,301.0,310.3,1617,34.5,126,0,0,0,0,0,0,1,9.300000000000011,5841.9486123075,4347.0
M,300.8,310.1,1686,26.9,128,0,0,0,0,0,0,1,9.300000000000011,4749.396936416999,3443.2
L,300.9,310.2,1382,50.4,131,0,0,0,0,0,0,1,9.300000000000011,7294.024151064,6602.4
L,300.9,310.1,2090,17.8,133,0,0,0,0,0,0,1,9.200000000000045,3895.7843255099997,2367.4
L,300.9,310.3,1446,44.5,135,0,0,0,0,0,0,1,9.400000000000034,6738.402074985,6007.5
M,300.9,310.2,1533,38.1,137,0,0,0,0,0,0,1,9.300000000000011,6116.3981462115,5219.7
L,300.9,310.3,1440,47.6,140,0,0,0,0,0,0,1,9.400000000000034,7177.91088672,6664.0
M,301.0,310.4,1793,25.0,142,0,0,0,0,0,0,1,9.399999999999977,4694.063017875,3550.0
M,301.0,310.4,1517,46.1,145,0,0,0,0,0,0,1,9.399999999999977,7323.4399302434995,6684.5
L,300.9,310.4,1544,36.0,148,0,0,0,0,0,0,1,9.5,5820.74286192,5328.0
L,300.9,310.3,1321,48.8,150,0,0,0,0,0,0,1,9.400000000000034,6750.738062123999,7320.0
M,300.9,310.3,1416,50.9,152,0,0,0,0,0,0,1,9.400000000000034,7547.613509771999,7736.8
L,300.8,310.2,1514,40.0,155,0,0,0,0,0,0,1,9.399999999999977,6341.8283628,6200.0
M,300.8,310.2,1304,52.5,157,0,0,0,0,0,0,1,9.399999999999977,7169.1144273,8242.5
L,300.7,310.2,1286,64.9,160,0,0,0,0,0,0,1,9.5,8740.057359957002,10384.0
M,300.7,310.1,1483,40.2,162,0,0,0,0,0,0,1,9.400000000000034,6243.035745933001,6512.400000000001
L,300.7,310.1,1351,46.9,165,0,0,0,0,0,0,1,9.400000000000034,6635.2426443345,7738.5
M,300.7,310.1,1367,52.6,167,0,0,0,0,0,0,1,9.400000000000034,7529.790207470999,8784.2
L,300.7,310.1,1721,32.3,170,0,0,0,0,0,0,1,9.400000000000034,5821.1931568664995,5490.999999999999
L,300.6,310.0,1455,40.4,172,0,0,0,0,0,0,1,9.399999999999977,6155.63663841,6948.8
L,300.6,310.0,1425,49.5,174,0,0,0,0,0,0,1,9.399999999999977,7386.6697183125,8613.0
L,300.7,310.0,1672,29.7,176,0,0,0,0,0,0,1,9.300000000000011,5200.215481692,5227.2
M,300.7,310.0,1641,34.6,178,0,0,0,0,0,0,1,9.300000000000011,5945.841081243,6158.8
M,300.5,310.0,1580,37.0,181,0,0,0,0,0,0,1,9.5,6121.9168773,6697.0
H,300.5,310.0,1495,47.4,184,0,0,0,0,0,0,1,9.5,7420.755998565,8721.6
M,300.5,309.9,1994,19.8,189,0,0,0,0,0,0,1,9.399999999999977,4134.461591106,3742.2000000000003
M,300.4,309.9,1415,31.8,192,0,0,0,0,0,0,1,9.5,4712.074815735,6105.6
M,300.4,309.8,1725,30.4,195,0,0,0,0,0,0,1,9.400000000000034,5491.5039522,5928.0
M,300.4,309.8,1430,43.4,198,0,0,0,0,0,0,1,9.400000000000034,6499.11743481,8593.199999999999
L,300.4,309.8,1395,48.1,201,0,0,0,0,0,0,1,9.400000000000034,7026.6432006224995,9668.1
M,300.4,309.8,1435,43.6,203,0,0,0,0,0,0,1,9.400000000000034,6551.89619133,8850.800000000001
L,300.4,309.9,1681,28.6,206,0,0,0,0,0,0,1,9.5,5034.569773233001,5891.6
L,300.5,310.0,1451,48.6,208,0,0,0,0,0,0,1,9.5,7384.690514943,10108.800000000001
H,300.5,309.9,1397,45.9,210,1,1,0,0,0,0,0,9.399999999999977,6714.871546036499,9639.0
M,300.4,309.8,1421,47.2,0,0,0,0,0,0,0,1,9.400000000000034,7023.679631556,0.0
M,300.3,309.8,1444,42.0,3,0,0,0,0,0,0,1,9.5,6351.04370124,126.0
L,300.2,309.8,1827,23.0,6,0,0,0,0,0,0,1,9.600000000000023,4400.428824855,138.0
H,300.2,309.8,1374,47.7,8,0,0,0,0,0,0,1,9.600000000000023,6863.311798749,381.6
L,300.2,309.8,1650,29.6,13,0,0,0,0,0,0,1,9.600000000000023,5114.5128342,384.8
L,300.2,309.7,1275,60.7,15,0,0,0,0,0,0,1,9.5,8104.5236388375,910.5
L,300.2,309.7,1421,44.6,17,0,0,0,0,0,0,1,9.5,6636.782024733,758.2
L,300.2,309.8,1557,33.8,19,0,0,0,0,0,0,1,9.600000000000023,5511.044658483,642.1999999999999
L,300.1,309.8,1506,35.2,21,0,0,0,0,0,0,1,9.699999999999989,5551.3198762560005,739.2
L,300.1,309.7,1362,49.1,23,0,0,0,0,0,0,1,9.599999999999966,7003.049839820999,1129.3
L,300.0,309.7,1542,47.1,25,0,0,0,0,0,0,1,9.699999999999989,7605.607310091,1177.5
L,300.0,309.6,1496,38.8,27,0,0,0,0,0,0,1,9.600000000000023,6078.437235023999,1047.6
M,300.0,309.6,1491,42.0,29,0,0,0,0,0,0,1,9.600000000000023,6557.76049761,1218.0
L,300.1,309.6,1565,34.8,32,0,0,0,0,0,0,1,9.5,5703.247296809999,1113.6
L,300.1,309.7,1481,37.9,34,0,0,0,0,0,0,1,9.599999999999966,5877.9093761745,1288.6
M,300.1,309.7,1420,48.4,36,0,0,0,0,0,0,1,9.599999999999966,7197.17932164,1742.3999999999999
L,300.2,309.8,1398,54.8,39,0,0,0,0,0,0,1,9.600000000000023,8022.6223184519995,2137.2
M,300.2,309.8,1466,45.7,41,0,0,0,0,0,0,1,9.600000000000023,7015.825649930999,1873.7
L,300.1,309.8,1430,56.7,44,0,0,0,0,0,0,1,9.699999999999989,8490.782455155,2494.8
L,300.1,309.7,1441,40.1,46,0,0,0,0,0,0,1,9.599999999999966,6051.136794895499,1844.6000000000001
M,300.1,309.7,1348,57.3,48,0,0,0,0,0,0,1,9.599999999999966,8088.5957641019995,2750.3999999999996
L,300.0,309.6,1738,28.7,51,0,0,0,0,0,0,1,9.600000000000023,5223.484211253,1463.7
M,300.0,309.6,1618,36.2,53,0,0,0,0,0,0,1,9.600000000000023,6133.603601958001,1918.6000000000001
M,299.9,309.6,1489,41.7,56,0,0,0,0,0,0,1,9.700000000000045,6502.1857236315,2335.2000000000003
M,299.9,309.5,1412,57.9,59,0,0,0,0,0,0,1,9.600000000000023,8561.342626074,3416.1
M,299.9,309.5,2065,18.1,62,0,0,0,0,0,0,1,9.600000000000023,3914.0579227575,1122.2
L,300.0,309.6,1571,33.1,65,0,0,0,0,0,0,1,9.600000000000023,5445.4377319755,2151.5
M,300.0,309.6,1423,48.7,67,0,0,0,0,0,0,1,9.600000000000023,7257.089493475501,3262.9
H,300.0,309.5,1781,24.9,70,0,0,0,0,0,0,1,9.5,4643.996503009499,1743.0
L,300.1,309.6,1321,46.9,75,0,0,0,0,0,0,1,9.5,6487.9019490495,3517.5
L,300.1,309.6,1546,36.7,77,0,0,0,0,0,0,1,9.5,5941.6104031410005,2825.9
M,300.0,309.5,1879,22.4,79,0,0,0,0,0,0,1,9.5,4407.612600048,1769.6
H,300.0,309.5,1735,28.9,82,0,0,0,0,0,0,1,9.5,5250.8055953325,2369.7999999999997
L,300.0,309.5,1506,38.8,87,0,0,0,0,0,0,1,9.5,6119.068499964,3375.6
H,300.0,309.6,1629,32.3,89,0,0,0,0,0,0,1,9.600000000000023,5510.007932908499,2874.7
L,300.0,309.6,1694,28.7,94,0,0,0,0,0,0,1,9.600000000000023,5091.2441046389995,2697.7999999999997
L,300.1,309.6,1541,37.0,96,0,0,0,0,0,0,1,9.5,5970.806270835,3552.0
L,300.0,309.6,1514,44.6,98,0,0,0,0,0,0,1,9.600000000000023,7071.138624522001,4370.8
L,300.1,309.7,1485,45.9,100,0,0,0,0,0,0,1,9.599999999999966,7137.8555804325,4590.0
L,300.2,309.8,1430,55.0,102,0,0,0,0,0,0,1,9.600000000000023,8236.20873075,5610.0
L,300.2,309.7,1771,27.1,104,0,0,0,0,0,0,1,9.5,5025.9303934455,2818.4
L,300.2,309.8,1481,41.9,106,0,0,0,0,0,0,1,9.600000000000023,6498.2692047945,4441.4
H,300.2,309.7,1483,43.8,108,0,0,0,0,0,0,1,9.5,6802.113573926999,4730.4
H,300.1,309.6,1463,45.1,113,0,0,0,0,0,0,1,9.5,6909.5455705815,5096.3
L,300.1,309.7,1410,48.3,118,0,0,0,0,0,0,1,9.599999999999966,7131.729474764999,5699.4
L,300.2,309.7,1656,34.3,120,0,0,0,0,0,0,1,9.5,5948.165859803999,4116.0
M,300.2,309.8,1487,39.2,122,0,0,0,0,0,0,1,9.600000000000023,6104.156406852,4782.400000000001
H,300.3,309.9,1509,46.6,125,0,0,0,0,0,0,1,9.599999999999966,7363.830339747001,5825.0
H,300.3,309.9,1677,30.1,130,0,0,0,0,0,0,1,9.599999999999966,5286.0123769635,3913.0
L,300.3,309.8,1450,55.0,135,0,0,0,0,0,0,1,9.5,8351.40046125,7425.0
M,300.2,309.7,1413,43.0,137,0,0,0,0,0,0,1,9.5,6362.6675940449995,5891.0
L,300.1,309.7,1680,33.8,140,0,0,0,0,0,0,1,9.599999999999966,5946.406567919999,4732.0
L,300.2,309.7,1678,30.5,142,0,0,0,0,0,0,1,9.5,5359.452341145,4331.0
M,300.2,309.7,1408,44.0,144,0,0,0,0,0,0,1,9.5,6487.59826176,6336.0
M,300.1,309.6,1376,52.1,147,0,0,0,0,0,0,1,9.5,7507.317348048001,7658.7
L,300.0,309.6,1526,46.4,150,0,0,0,0,0,0,1,9.600000000000023,7414.828860432,6960.0
M,300.0,309.6,1587,32.6,152,0,0,0,0,0,0,1,9.600000000000023,5417.802188631001,4955.2
L,300.1,309.7,1351,58.2,155,0,0,0,0,0,0,1,9.599999999999966,8233.925840091,9021.0
M,300.1,309.6,1501,38.0,157,0,0,0,0,0,0,1,9.5,5973.0053856899995,5966.0
L,300.1,309.7,1601,35.8,160,0,0,0,0,0,0,1,9.599999999999966,6002.096533628999,5728.0
M,300.0,309.6,1573,39.7,162,0,0,0,0,0,0,1,9.600000000000023,6539.549732215501,6431.400000000001
M,300.1,309.6,1584,36.7,165,0,0,0,0,0,0,1,9.5,6087.652573464,6055.500000000001
L,300.1,309.6,1649,33.6,168,0,0,0,0,0,0,1,9.5,5802.144633432,5644.8
M,300.2,309.7,1183,61.4,170,0,0,0,0,0,0,1,9.5,7606.445068131,10438.0
L,300.1,309.7,2151,17.5,173,0,0,0,0,0,0,1,9.599999999999966,3941.9133775875,3027.5
L,300.2,309.8,1526,45.6,175,0,0,0,0,0,0,1,9.600000000000023,7286.986983528001,7980.0
M,300.3,309.9,1611,29.0,177,0,0,0,0,0,0,1,9.599999999999966,4892.4022338449995,5133.0
L,300.3,309.9,1601,31.7,180,0,0,0,0,0,0,1,9.599999999999966,5314.705589833499,5706.0
L,300.3,310.0,1560,40.8,182,0,0,0,0,0,0,1,9.699999999999989,6665.202966239999,7425.599999999999
L,300.4,310.1,1544,41.9,184,0,0,0,0,0,0,1,9.700000000000045,6774.697942068,7709.599999999999
M,300.4,310.0,1560,42.3,186,0,0,0,0,0,0,1,9.600000000000023,6910.24719294,7867.799999999999
L,300.4,310.0,1423,44.2,189,0,0,0,0,0,0,1,9.600000000000023,6586.516542333001,8353.800000000001
L,300.4,310.1,1614,33.5,191,0,0,0,0,0,0,1,9.700000000000045,5662.092433095,6398.5
M,300.4,310.1,1457,35.1,193,0,0,0,0,0,0,1,9.700000000000045,5355.4415745285005,6774.3
L,300.4,310.1,1503,42.2,196,0,0,0,0,0,0,1,9.700000000000045,6642.018012483,8271.2
H,300.4,310.1,1484,38.0,198,0,0,0,0,0,0,1,9.700000000000045,5905.35642396,7524.0
L,300.3,309.9,1540,39.9,203,0,0,0,0,0,0,1,9.599999999999966,6434.610065729999,8099.7
H,300.3,309.9,1405,52.1,205,0,0,0,0,0,0,1,9.599999999999966,7665.5384258775,10680.5
H,300.3,309.9,1394,46.7,210,1,1,0,0,0,0,0,9.599999999999966,6817.235106549,9807.0
L,300.3,309.9,1518,36.4,0,0,0,0,0,0,0,1,9.599999999999966,5786.311006475999,0.0
L,300.3,309.9,1527,41.4,2,0,0,0,0,0,0,1,9.599999999999966,6620.152527638999,82.8
L,300.3,309.9,1377,55.3,4,0,0,0,0,0,0,1,9.599999999999966,7974.210375715499,221.2
M,300.3,310.0,1537,37.5,6,0,0,0,0,0,0,1,9.699999999999989,6035.7848788125,225.0
M,300.3,310.0,1409,43.2,9,0,0,0,0,0,0,1,9.699999999999989,6374.165823144001,388.8
L,300.3,309.9,1393,56.1,12,0,0,0,0,0,0,1,9.599999999999966,8183.5661099115005,673.2
L,300.2,309.7,1448,36.8,14,0,0,0,0,0,0,1,9.5,5580.138752831999,515.1999999999999
L,300.2,309.8,1418,49.3,16,0,0,0,0,0,0,1,9.600000000000023,7320.685800686999,788.8
M,300.2,309.8,1743,24.1,18,0,0,0,0,0,0,1,9.600000000000023,4398.8894444565,433.8
M,300.2,309.8,1394,47.4,21,0,0,0,0,0,0,1,9.600000000000023,6919.420643477999,995.4
L,300.3,309.8,1523,39.2,24,0,0,0,0,0,0,1,9.5,6251.936925108001,940.8000000000001
L,300.2,309.8,1353,59.4,26,0,0,0,0,0,0,1,9.600000000000023,8416.138213790999,1544.3999999999999
M,300.3,309.9,1447,46.5,28,0,0,0,0,0,0,1,9.599999999999966,7046.1210750525,1302.0
L,300.3,309.9,1570,34.0,31,0,0,0,0,0,0,1,9.599999999999966,5589.9405219,1054.0
M,300.3,309.9,1494,38.5,33,0,0,0,0,0,0,1,9.599999999999966,6023.375587845,1270.5
L,300.3,309.9,1621,34.1,36,0,0,0,0,0,0,1,9.599999999999966,5788.499649355501,1227.6000000000001
L,300.4,310.0,1769,26.1,38,0,0,0,0,0,0,1,9.600000000000023,4835.0053361295,991.8000000000001
L,300.4,310.0,1282,66.1,40,0,0,0,0,0,0,1,9.600000000000023,8873.972982651,2644.0
L,300.4,310.0,1581,30.3,42,0,0,0,0,0,0,1,9.600000000000023,5016.5265594465,1272.6000000000001
L,300.6,310.1,1656,32.7,44,0,0,0,0,0,0,1,9.5,5670.700396956,1438.8000000000002
L,300.6,310.2,1648,31.7,46,0,0,0,0,0,0,1,9.599999999999966,5470.727552808,1458.2
L,300.7,310.2,1639,31.4,48,0,0,0,0,0,0,1,9.5,5389.360303173,1507.1999999999998
L,300.7,310.2,1348,54.8,50,0,0,0,0,0,0,1,9.5,7735.690189751999,2740.0
L,300.8,310.3,1537,33.3,52,0,0,0,0,0,0,1,9.5,5359.7769723855,1731.6
M,300.8,310.3,1270,61.0,54,0,0,0,0,0,0,1,9.5,8112.63941985,3294.0
L,300.7,310.3,1662,34.4,57,0,0,0,0,0,0,1,9.600000000000023,5987.121608664,1960.8
M,300.7,310.3,1471,40.2,59,0,0,0,0,0,0,1,9.600000000000023,6192.5189361210005,2371.8
L,300.6,310.1,1337,45.8,62,0,0,0,0,0,0,1,9.5,6412.472309523,2839.6
H,300.7,310.2,1877,24.8,64,0,0,0,0,0,0,1,9.5,4874.6627073479995,1587.2
L,300.6,310.2,1519,44.6,69,0,0,0,0,0,0,1,9.599999999999966,7094.491129887001,3077.4
L,300.6,310.2,1378,47.3,71,0,0,0,0,0,0,1,9.599999999999966,6825.570799046999,3358.2999999999997
L,300.7,310.2,1696,27.5,73,0,0,0,0,0,0,1,9.5,4884.1293731999995,2007.5
L,300.7,310.1,1376,50.8,75,0,0,0,0,0,0,1,9.400000000000034,7319.994650304,3810.0
L,300.7,310.2,1807,24.2,77,0,0,0,0,0,0,1,9.5,4579.3320542970005,1863.3999999999999
L,300.7,310.1,1598,32.8,79,0,0,0,0,0,0,1,9.400000000000034,5488.823126471999,2591.2
L,300.7,310.1,1565,40.2,81,0,0,0,0,0,0,1,9.400000000000034,6588.233946315001,3256.2000000000003
L,300.7,310.2,1387,50.6,83,0,0,0,0,0,0,1,9.5,7349.4627893609995,4199.8
L,300.7,310.0,1395,48.0,85,0,0,0,0,0,0,1,9.300000000000011,7012.0347948,4080.0
M,300.6,310.0,1302,62.9,87,0,0,0,0,0,0,1,9.399999999999977,8576.108111529,5472.3
M,300.6,310.0,1397,55.2,90,0,0,0,0,0,0,1,9.399999999999977,8075.401074972001,4968.0
L,300.6,310.0,1313,52.9,93,0,0,0,0,0,0,1,9.399999999999977,7273.5933268635,4919.7
L,300.6,310.0,1505,35.9,95,0,0,0,0,0,0,1,9.399999999999977,5657.9560027725,3410.5
H,300.6,310.0,1483,44.0,97,0,0,0,0,0,0,1,9.399999999999977,6833.173453259999,4268.0
H,300.5,310.0,1358,60.4,102,0,0,0,0,0,0,1,9.5,8589.449408315999,6160.8
M,300.5,309.9,1735,27.0,107,0,0,0,0,0,0,1,9.399999999999977,4905.596922975,2889.0
M,300.5,309.8,1416,48.5,110,0,0,0,0,0,0,1,9.300000000000011,7191.73389438,5335.0
L,300.4,309.7,1740,31.1,113,0,0,0,0,0,0,1,9.300000000000011,5666.80482207,3514.3
L,300.4,309.7,1692,27.4,115,0,0,0,0,0,0,1,9.300000000000011,4854.891617603999,3151.0
